Order	Rank	NCBItaxID	SciNameFull	SciNameFull_found	Taxonomy	SciName	Found_Taxonomy			
4	O1	162477	Microstromatales incertae sedis	Microstromatales	d__Eukaryota|p__Basidiomycota|c__Exobasidiomycetes|o__Microstromatales	Microstromatales 			Human mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Human mastadenovirus C
4	O1	2499401	Monidovirineae		d__Viruses|o__Monidovirineae	Monidovirineae	d__Viruses		Human mastadenovirus E	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Human mastadenovirus E
4	O1	1344963	Mucorineae	Mucorales	d__Eukaryota|p__Mucoromycota|c__Mucoromycetes|o__Mucorales	Mucorineae			Simian mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian mastadenovirus B
4	O1	224462	Nannocystineae		d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	Nannocystineae			Avastrovirus 3	d__Viruses|f__Astroviridae|g__Avastrovirus|s__Avastrovirus 3
4	O2	1233498	OM43 clade		d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	OM43 clade			Mamastrovirus 7	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus 7
4	O1	1593277	Onygenales incertae sedis	Onygenales	d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Onygenales	Onygenales 			Chrysodeixis includens nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis includens nucleopolyhedrovirus
4	O1	715340	Pleosporineae	Pleosporales	d__Eukaryota|p__Ascomycota|c__Dothideomycetes|o__Pleosporales	Pleosporineae			Ilheus virus	d__Viruses|f__Flaviviridae|g__Flavivirus|s__Ilheus virus
4	O1	183979	Polyporales incertae sedis	Polyporales	d__Eukaryota|p__Basidiomycota|c__Agaricomycetes|o__Polyporales	Polyporales 			Pegivirus C	d__Viruses|f__Flaviviridae|g__Pegivirus|s__Pegivirus C
4	O1	1142503	Rhizophydiales incertae sedis	Rhizobiaceae	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodoplanes|s__Rhodoplanes sp. JGI PP 4-B12	Rhizophydiales 			Pestivirus D	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus D
4	O1	255531	Rickettsiales genera incertae sedis	Rickettsiales	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	Rickettsiales genera			Pestivirus F	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus F
4	O1	2499402	Ronidovirineae	Roniviridae	d__Viruses|o__Nidovirales|f__Roniviridae	Ronidovirineae			Pestivirus K	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus K
4	O1	1508595	Roseiflexineae		d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	Roseiflexineae			Phomopsis longicolla hypovirus	d__Viruses|f__Hypoviridae|g__Hypovirus|s__Phomopsis longicolla hypovirus
4	O1	241407	Saccharomycetales incertae sedis		d__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	Saccharomycetales 			Iridoviridae	d__Viruses|f__Iridoviridae
4	O1	80812	Sorangiineae		d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	Sorangiineae			Iridoviridae	d__Viruses|f__Iridoviridae
4	O1	255728	Sphaerobacterineae	Sphaerobacterales	d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	Sphaerobacterineae			Invertebrate iridescent virus 9	d__Viruses|f__Iridoviridae|g__Chloriridovirus|s__Invertebrate iridescent virus 9
4	O1	2499403	Tornidovirineae		d__Viruses|o__Nidovirales	Tornidovirineae			Invertebrate iridescent virus 31	d__Viruses|f__Iridoviridae|g__Iridovirus|s__Invertebrate iridescent virus 31
4	O2	105426	unclassified Actinomycetales (miscellaneous)		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	Actinomycetales (miscellaneous)			Cod iridovirus	d__Viruses|f__Iridoviridae|g__Ranavirus|s__Cod iridovirus
4	O2	40298	unclassified Bacillales (miscellaneous)		d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	Bacillales (miscellaneous)			Microviridae	d__Viruses|f__Microviridae
4	O2	185291	unclassified Bacteroidales (miscellaneous)		d__Bacteria|p__Bacteriodetes|c__Bacteriodia|o__Bacteriodales	Bacteroidales (miscellaneous)			Microviridae	d__Viruses|f__Microviridae
4	O2	80841	unclassified Burkholderiales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	Burkholderiales (miscellaneous)			Moumouvirus	d__Viruses|f__Mimiviridae|s__Moumouvirus
4	O2	434307	unclassified Chalmydiales (miscellaneous)		d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	Chalmydiales (miscellaneous)			Papillomaviridae	d__Viruses|f__Papillomaviridae
4	O2	95881	unclassified Chroococcales (miscellaneous)		d__Bacteria|p__Cyanobacteria|o__Chroococcales	Chroococcales (miscellaneous)			Papillomaviridae	d__Viruses|f__Papillomaviridae
4	O2	39779	unclassified Clostridiales (miscellaneous)		d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	Clostridiales (miscellaneous)			Alphapapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Alphapapillomavirus|s__Alphapapillomavirus 1
4	O2	1751870	unclassified Cytophagales (miscellaneous)		d__Bacteria|p__Bacteriodetes|c__Cytophagia|o__Cytophagales	Cytophagales (miscellaneous)			Dyophipapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Dyophipapillomavirus|s__Dyophipapillomavirus 1
4	O2	305752	unclassified Enterobacterales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	Enterobacterales (miscellaneous)			Dyopsipapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Dyopsipapillomavirus 1
4	O2	403978	unclassified Flavobacteriales (miscellaneous)		d__Bacteria|p__Bacteriodetes|c__Flavobacteriia|o__Flavobacteriales	Flavobacteriales (miscellaneous)			Gammapapillomavirus 2	d__Viruses|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus 2
4	O2	1920255	unclassified Frankiales (miscellaneous)		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales	Frankiales (miscellaneous)			Gammapapillomavirus 23	d__Viruses|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus 23
4	O2	38063	unclassified Halobacteriales (miscellaneous)		d__Archaea|p__Euryarchaeota|c__Halobacteriales|o__Halobacteriales	Halobacteriales (miscellaneous)			Gammapapillomavirus 4	d__Viruses|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus 4
4	O2	2678336	unclassified Haloferacales (miscellaneous)		d__Archaea|p__Euryarchaeota|c__Halobacteriales|o__Haloferacales	Haloferacales (miscellaneous)			Gammapapillomavirus 9	d__Viruses|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus 9
4	O2	99482	unclassified Micrococcales (miscellaneous)		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	Micrococcales (miscellaneous)			Taupapillomavirus 2	d__Viruses|f__Papillomaviridae|g__Taupapillomavirus|s__Taupapillomavirus 2
4	O2	1219117	unclassified Nostocales (miscellaneous)		d__Bacteria|p__Cyanobacteria|o__Nostocales	Nostocales (miscellaneous)			Upsilonpapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Upsilonpapillomavirus|s__Upsilonpapillomavirus 1
4	O2	439484	unclassified Oceanospirillales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillale	Oceanospirillales (miscellaneous)			Parvoviridae	d__Viruses|f__Parvoviridae
4	O2	44887	unclassified Oscillatoriales (miscellaneous)		d__Bacteria|p__Cyanobacteria|o__Oscillatoriales	Oscillatoriales (miscellaneous)			Chiropteran bocaparvovirus 3	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Chiropteran bocaparvovirus 3
4	O2	41292	unclassified Rhizobiales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	Rhizobiales (miscellaneous)			Primate bocaparvovirus 2	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Primate bocaparvovirus 2
4	O2	941843	unclassified Rhodospirillales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	Rhodospirillales (miscellaneous)			Primate erythroparvovirus 3	d__Viruses|f__Parvoviridae|g__Erythroparvovirus|s__Primate erythroparvovirus 3
4	O2	1699067	unclassified Rickettsiales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	Rickettsiales (miscellaneous)			Chiropteran protoparvovirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Chiropteran protoparvovirus 1
4	O2	2493640	unclassified Silvanigrellales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	Silvanigrellales (miscellaneous)			Rodent protoparvovirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Rodent protoparvovirus 1
4	O2	215910	unclassified Sorangiineae		d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	Sorangiineae			Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1
4	O2	203473	unclassified Sphingobacteriales (miscellaneous)		d__Bacteria|p__Bacteriodetes|c__Sphingobacteriia|o__Sphingobacteriales	Sphingobacteriales (miscellaneous)			Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1
4	O2	233070	unclassified Spirochaetales (miscellaneous)		d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	Spirochaetales (miscellaneous)			Halorubrum virus HRPV3	d__Viruses|f__Pleolipoviridae|g__Betapleolipovirus|s__Halorubrum virus HRPV3
4	O2	1919231	unclassified Thermoplasmatales (miscellaneous)		d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	Thermoplasmatales (miscellaneous)			Haloarcula virus His2	d__Viruses|f__Pleolipoviridae|g__Gammapleolipovirus|s__Haloarcula virus His2
4	O2	939858	unclassified Thiotrichales (miscellaneous)		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	Thiotrichales (miscellaneous)			Human polyomavirus 5	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Human polyomavirus 5
4	O1	189359	Xylariales incertae sedis	Xylariales	d__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Xylariales	Xylariales 			Human polyomavirus 8	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Human polyomavirus 8
5	F2	310966	[Pasteurella] aerogenes-[Pasteurella] mairii-[Actinobacillus] rossii complex		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	[Pasteurella] aerogenes-[Pasteurella]	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae		Pan troglodytes polyomavirus 4	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pan troglodytes polyomavirus 4
5	F1	2169530	Aglimvirinae		d__Viruses|o__Caudovirales|f__Ackermannviridae	Aglimvirinae	d__Viruses|o__Caudovirales|f__Ackermannviridae		Pongo abelii polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pongo abelii polyomavirus 1
5	F1	10293	Alphaherpesvirinae		d__Viruses|o__Herpesvirales|f__Herpesviridae	Alphaherpesvirinae	d__Viruses|o__Herpesvirales|f__Herpesviridae		Poxviridae	d__Viruses|f__Poxviridae
5	F1	2017756	Alphairidovirinae		d__Viruses|f__Iridoviridae	Alphairidovirinae	d__Viruses|f__Iridoviridae		Poxviridae	d__Viruses|f__Poxviridae
5	F1	85151	Aneurinibacillus group		d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	Aneurinibacillus group			Poxviridae	d__Viruses|f__Poxviridae
5	F3	84564	ant endosymbionts	Anopheles minimus irodovirus	d__Viruses|f__Iridoviridae|g__Chloriridovirus|s__Anopheles minimus irodovirus	ant endosymbionts			Mule deerpox virus	d__Viruses|f__Poxviridae|g__Cervidpoxvirus|s__Mule deerpox virus
5	F2	84563	ant, tsetse, mealybug, aphid, etc. endosymbionts	Antheraea pernyi nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Antheraea pernyi nucleopolyhedrovirus	ant, tsetse,			Tanapox virus	d__Viruses|f__Poxviridae|g__Yatapoxvirus|s__Tanapox virus
5	F3	146507	aphid secondary symbionts		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	aphid secondary			BeAn 58058 virus	d__Viruses|f__Poxviridae|s__BeAn 58058 virus
5	F1	2321108	Arcobacter group		d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	Arcobacter group			Reoviridae	d__Viruses|f__Reoviridae
5	F1	1982875	Arquatrovirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Arquatrovirinae	d__Viruses|o__Caudovirales|f__Siphoviridae		Reoviridae	d__Viruses|f__Reoviridae
5	F1	542835	Autographivirinae		d__Viruses|o__Caudovirales|f__Podoviridae	Autographivirinae	d__Viruses|o__Caudovirales|f__Podoviridae		Tombusviridae	d__Viruses|f__Tombusviridae
5	F2	206036	Avian retroviruses		d__Viruses|o__Ortervirales|f__Retroviridae	Avian retroviruses	d__Viruses|o__Ortervirales|f__Retroviridae		Ackermannviridae	d__Viruses|o__Caudovirales|f__Ackermannviridae
5	F1	351	Azotobacter group		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	Azotobacter group			Ackermannviridae	d__Viruses|o__Caudovirales|f__Ackermannviridae
5	F	539003	Bacillales Family X. Incertae Sedis	Bacillales Family X. Incertae Sedis	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales Family X. Incertae Sedis	Bacillales Family			Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	2560070	Bastillevirinae		d__Viruses|o__Caudovirales|f__Herelleviridae	Bastillevirinae	d__Viruses|o__Caudovirales|f__Herelleviridae		Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	1982876	Bclasvirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Bclasvirinae	d__Viruses|o__Caudovirales|f__Siphoviridae		Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F2	744998	BD1-7 clade		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	BD1-7 clade	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae		Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	10357	Betaherpesvirinae		d__Viruses|o__Herpesvirales|f__Herpesviridae	Betaherpesvirinae	d__Viruses|o__Herpesvirales|f__Herpesviridae		Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	2017757	Betairidovirinae		d__Viruses|f__Iridoviridae	Betairidovirinae	d__Viruses|f__Iridoviridae		Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	28154	Bisgaard taxa		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	Bisgaard taxa			Herelleviridae	d__Viruses|o__Caudovirales|f__Herelleviridae
5	F1	2560071	Brockvirinae	Brochothrix virus A9	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Brochothrix virus A9	Brockvirinae	d__Viruses|o__Caudovirales|f__Herelleviridae		Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	1535325	Candida/Lodderomyces clade		d__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	Candida/Lodderomyces clade			Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	2169597	Chebruvirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Chebruvirinae	d__Viruses|o__Caudovirales|f__Siphoviridae		Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	1113537	Chlamydia/Chlamydophila group	Chlamydiaceae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	Chlamydia/Chlamydophila group			Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	274493	Chlorobium/Pelodictyon group	Chlorobiaceae	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	Chlorobium/Pelodictyon group			Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	10241	Chordopoxvirinae	Choristoneura biennis entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Choristoneura biennis entomopoxvirus	Chordopoxvirinae	d__Viruses|f__Poxviridae		Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F1	90153	Chromobacterium group	Chromobacteriaceae	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	Chromobacterium group			Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae
5	F	543313	Clostridiales Family XII. Incertae Sedis	Clostridiales Family XII. Incertae Sedis	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XII. Incertae Sedis	Clostridiales Family XII.			Escherichia virus IME08	d__Viruses|o__Caudovirales|f__Myoviridae|g__Dhakavirus|s__Escherichia virus IME08
5	F	543314	Clostridiales Family XIII. Incertae Sedis	Clostridiales Family XIII. Incertae Sedis	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	Clostridiales Family XIII.			Escherichia virus CC31	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Escherichia virus CC31
5	F	543347	Clostridiales Family XVI. Incertae Sedis	Clostridiales Family XVI. Incertae Sedis	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XVI. Incertae Sedis	Clostridiales Family XVI.			Escherichia virus GEC3S	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Escherichia virus GEC3S
5	F	539000	Clostridiales Family XVII. Incertae Sedis	Clostridiales Family XVII. Incertae Sedis	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XVII. Incertae Sedis	Clostridiales Family XVII.			Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae
5	F1	675075	Comovirinae		d__Viruses|o__Picornavirales|f__Secoviridae	Comovirinae	d__Viruses|o__Picornavirales|f__Secoviridae		Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae
5	F1	693995	Coronavirinae	Coronaviridae	d__Viruses|o__Nidovirales|f__Coronaviridae	Coronavirinae	d__Viruses|o__Nidovirales|f__Coronaviridae		Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae
5	F2	1978007	crAss-like viruses		d__Viruses|o__Caudovirales|f__Podoviridae|s__crAss-like viruses 	crAss-like viruses	d__Viruses|o__Caudovirales|f__Podoviridae|s__crAss-like viruses 		Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae
5	F1	2169531	Cvivirinae		d__Viruses|o__Caudovirales|f__Ackermannviridae	Cvivirinae	d__Viruses|o__Caudovirales|f__Ackermannviridae		Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae
5	F1	10284	Entomopoxvirinae		d__Viruses|f__Poxviridae	Entomopoxvirinae	d__Viruses|f__Poxviridae		Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F3	2315857	environmental samples		d__Viruses|o__Caudovirales|f__Podoviridae	environmental samples			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	1636616	Eucampyvirinae		d__Viruses|o__Caudovirales|f__Myoviridae	Eucampyvirinae	d__Viruses		Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	2169595	Firstpapillomavirinae		d__Viruses|f__Papillomaviridae	Firstpapillomavirinae	d__Viruses		Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	10374	Gammaherpesvirinae		d__Viruses|o__Herpesvirales|f__Herpesviridae	Gammaherpesvirinae			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	686565	Gokushovirinae		d__Viruses|f__Microviridae	Gokushovirinae			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	1910976	Guernseyvirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Guernseyvirinae			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	92682	Halothece cluster	Halomonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	Halothece cluster			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F1	2501963	Hexponivirinae		d__Viruses|o__Nidovirales|f__Mesoniviridae	Hexponivirinae			Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae
5	F2	206037	Human endogenous retroviruses		d__Viruses|o__Ortervirales|f__Retroviridae	Human endogenous			Cellulophaga virus ST	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Cbastvirus|s__Cellulophaga virus ST
5	F2	173087	Human papillomavirus types		d__Viruses|f__Papillomaviridae	Human papillomavirus			Anguillid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid herpesvirus 1
5	F1	2560073	Jasinkavirinae		d__Viruses|o__Caudovirales|f__Herelleviridae	Jasinkavirinae			Herpesviridae	d__Viruses|o__Herpesvirales|f__Herpesviridae
5	F1	1655488	Luna cluster		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	Luna cluster			Herpesviridae	d__Viruses|o__Herpesvirales|f__Herpesviridae
5	F2	1655489	Luna-1 subcluster		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	Luna-1 subcluster			Herpesviridae	d__Viruses|o__Herpesvirales|f__Herpesviridae
5	F1	2560074	Mammantavirinae		d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae	Mammantavirinae			Herpesviridae	d__Viruses|o__Herpesvirales|f__Herpesviridae
5	F1	2169599	Mccleskeyvirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Mccleskeyvirinae			Cercopithecine betaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Cercopithecine betaherpesvirus 5
5	F3	199891	mealybug secondary endosymbionts		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	mealybug secondary			Murid betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid betaherpesvirus 2
5	F1	2508223	Mononivirinae	Mononiviridae	d__Viruses|o__Nidovirales|f__Mononiviridae	Mononivirinae	d__Viruses		Macacine betaherpesvirus 9	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Macacine betaherpesvirus 9
5	F1	42857	Moorella group		d__Bacteria|p__Firmicutes|c__Clostridia|o__thermoanaerobacterales|f__Thermoanaerobacterales	Moorella group			Panine alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Panine alphaherpesvirus 3
5	F1	2169601	Nymbaxtervirinae		d__Viruses|o__Caudovirales|f__Siphoviridae	Nymbaxtervirinae	d__Viruses		Haliotid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Haliotid herpesvirus 1
5	F1	2501984	Okanivirinae	Okavirus	d__Viruses|o__Nidovirales|f__Roniviridae|g__Okavirus	Okanivirinae			Nidovirales	d__Viruses|o__Nidovirales
5	F1	2501931	Orthocoronavirinae		d__Viruses|o__Nidovirales|f__Coronaviridae	Orthocoronavirinae			Nidovirales	d__Viruses|o__Nidovirales
5	F1	2560076	Orthoparamyxovirinae		d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae	Orthoparamyxovirinae			Nidovirales	d__Viruses|o__Nidovirales
