NCBItaxID	Species	Taxonomy
ncbi_1297860	Afipia sp. OHSU_II-C1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_II-C1
ncbi_1297861	Afipia sp. OHSU_II-C2	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_II-C2
ncbi_1293051	Afipia sp. OHSU_II-uncloned	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_II-uncloned
ncbi_1183410	Agrobacterium genomosp. 3 str. CFBP 6623	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium genomosp. 3 str. CFBP 6623
ncbi_1167635	Agrobacterium sp. 224MFTsu3.1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. 224MFTsu3.1
ncbi_1279030	Agrobacterium sp. 719_389	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. 719_389
ncbi_82789	Agrobacterium sp. ATCC 31749	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. ATCC 31749
ncbi_439366	Agrobacterium sp. C13	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. C13
ncbi_1336742	Agrobacterium sp. JL28	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. JL28
ncbi_477195	Agrobacterium sp. LY4	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. LY4
ncbi_1631629	Agrobacterium sp. NCPPB 925	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. NCPPB 925
ncbi_477196	Agrobacterium sp. TS43	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. TS43
ncbi_477197	Agrobacterium sp. TS45	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium sp. TS45
ncbi_1131336	Akkermansia sp. KLE1605	root|_d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia sp. KLE1605
ncbi_1574264	Akkermansia sp. KLE1797	root|_d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia sp. KLE1797
ncbi_2021368	Alcaligenaceae bacterium	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__AlcaligenesAlcaligenaceae bacterium
ncbi_1069631	Alcaligenes sp. HPC1271	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes sp. HPC1271
ncbi_1435973	Alcanivorax sp. 97CO-5	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. 97CO-5
ncbi_1435975	Alcanivorax sp. 97CO-6	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. 97CO-6
ncbi_1848188	Alcanivorax sp. CP2C	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. CP2C
ncbi_1822217	Alcanivorax sp. HI0003	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. HI0003
ncbi_1822218	Alcanivorax sp. HI0007	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. HI0007
ncbi_1822228	Alcanivorax sp. HI0033	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. HI0033
ncbi_1822234	Alcanivorax sp. HI0044	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. HI0044
ncbi_1822258	Alcanivorax sp. HI0083	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. HI0083
ncbi_1840086	Aliivibrio sp. 1S165	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio|s__Aliivibrio sp. 1S165
ncbi_1840087	Aliivibrio sp. 1S175	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio|s__Aliivibrio sp. 1S175
ncbi_1501391	Alistipes inops	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes inops
ncbi_2292190	Alistipes sp. AF17-16	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. AF17-16
ncbi_1816676	Alistipes sp. Marseille-P2431	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. Marseille-P2431
ncbi_2484537	Altererythrobacter sp. FM1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter sp. FM1
ncbi_930129	Alteribacillus bidgolensis	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alteribacillus|s__Alteribacillus persepolensisAlteribacillus bidgolensis
ncbi_1537994	Alteromonas sp. LOR	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas sp. LOR
ncbi_1538096	Alteromonas sp. LTR	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas sp. LTR
ncbi_935260	Aminobacter sp. J15	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter|s__Aminobacter sp. J15
ncbi_935261	Aminobacter sp. J41	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter|s__Aminobacter sp. J41
ncbi_1896961	Amycolatopsis sp. AA4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. AA4
ncbi_1644111	Amycolatopsis sp. CFH S0740	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. CFH S0740
ncbi_2018303	Amycolatopsis sp. KNN50.9b	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. KNN50.9b
ncbi_1490052	Anoxybacillus sp. B2M1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus sp. B2M1
ncbi_1490057	Anoxybacillus sp. B7M1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus sp. B7M1
ncbi_1852029	Aquicoccus porphyridii	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacteriales|f__Rhodobacteraceae|g__Aquicoccus|s__Aquicoccus porphyridii
ncbi_2058889	Arthrobacter sp. 9E18	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. 9E18
ncbi_421054	Arthrobacter sp. D4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. D4
ncbi_1848594	Arthrobacter sp. MYb211	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb211
ncbi_1848597	Arthrobacter sp. MYb216	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb216
ncbi_1848598	Arthrobacter sp. MYb221	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb221
ncbi_1848602	Arthrobacter sp. MYb229	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb229
ncbi_1848603	Arthrobacter sp. MYb23	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb23
ncbi_1848604	Arthrobacter sp. MYb51	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. MYb51
ncbi_129910	Arthrospira maxima CS-328	root|_d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Arthrospira|s__Arthrospira maxima CS-328
ncbi_1640536	Arthrospira sp. TJSD091	root|_d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Arthrospira|s__Arthrospira sp. TJSD091
ncbi_2153484	Arthrospira sp. TJSD092	root|_d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Arthrospira|s__Arthrospira sp. TJSD092
ncbi_1541975	Aulosira laxa NIES-50	root|_d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Fortieaceae|g__Aulosira|s__Aulosira laxa NIES-50
ncbi_1736384	Aureimonas sp. Leaf460	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas sp. Leaf460
ncbi_1907312	Azospirillum sp. RU37A	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. RU37A
ncbi_1907313	Azospirillum sp. RU38E	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. RU38E
ncbi_1685931	Azospirillum sp. Sp 7	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. Sp 7
ncbi_652754	Azospirillum sp. TSH20	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. TSH20
ncbi_652751	Azospirillum sp. TSH7	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. TSH7
ncbi_1889774	Bacillaceae bacterium	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillaceae bacterium
ncbi_1637974	Bacilli bacterium VT-13-104	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacilli bacterium VT-13-104
ncbi_308892	Bacillus boroniphilus JCM 21738	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus boroniphilus JCM 21738
ncbi_79881	Bacillus gibsonii	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus gibsonii
ncbi_1461580	Bacillus jeddahensis	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus jeddahensis
ncbi_136160	Bacillus okuhidensis	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus okuhidensis
ncbi_290588	Bacillus oshimensis	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus oshimensis
ncbi_444060	Bacillus plakortidis	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus plakortidis
ncbi_1761751	Bacillus sp. 103mf	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 103mf
ncbi_1761752	Bacillus sp. 112mf	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 112mf
ncbi_977905	Bacillus sp. 17376	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 17376
ncbi_1579346	Bacillus sp. 220_BSPC	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 220_BSPC
ncbi_2483358	Bacillus sp. 2A25	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 2A25
ncbi_2483359	Bacillus sp. 2A33	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 2A33
ncbi_2483357	Bacillus sp. 2D03	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 2D03
ncbi_1127743	Bacillus sp. 5B6	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 5B6
ncbi_1761757	Bacillus sp. 71mf	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 71mf
ncbi_2021692	Bacillus sp. 7788	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 7788
ncbi_1590027	Bacillus sp. A053	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. A053
ncbi_2033485	Bacillus sp. AFS012607	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. AFS012607
ncbi_2034278	Bacillus sp. AFS014408	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. AFS014408
ncbi_2184001	Bacillus sp. AG102	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. AG102
ncbi_1737633	Bacillus sp. AK8	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. AK8
ncbi_1938894	Bacillus sp. AtDRG31	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. AtDRG31
ncbi_1476857	Bacillus sp. B-jedd	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. B-jedd
ncbi_1570330	Bacillus sp. BH072	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. BH072
ncbi_2060113	Bacillus sp. BI3	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. BI3
ncbi_665958	Bacillus sp. BT1B_CT2	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. BT1B_CT2
ncbi_1856563	Bacillus sp. CBA7126	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. CBA7126
ncbi_2108546	Bacillus sp. CJCL2	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. CJCL2
ncbi_1761759	Bacillus sp. cl115	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. cl115
ncbi_1761760	Bacillus sp. cl25	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. cl25
ncbi_1761761	Bacillus sp. cl95	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. cl95
ncbi_1761762	Bacillus sp. cl96	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. cl96
ncbi_1385719	Bacillus sp. CMAA 1185	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. CMAA 1185
ncbi_1843182	Bacillus sp. CMAA 1363	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. CMAA 1363
ncbi_1806507	Bacillus sp. Co1-6	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Co1-6
ncbi_2267265	Bacillus sp. DM2	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. DM2
ncbi_1955699	Bacillus sp. DSM 27956	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. DSM 27956
ncbi_1581034	Bacillus sp. FJAT-21955	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-21955
ncbi_1720554	Bacillus sp. FJAT-28573	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-28573
ncbi_2108537	Bacillus sp. GBSC66	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. GBSC66
ncbi_2108545	Bacillus sp. GBSW19	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. GBSW19
ncbi_1378086	Bacillus sp. GL120224-02	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. GL120224-02
ncbi_936600	Bacillus sp. GZT	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. GZT
ncbi_2058879	Bacillus sp. HMA207	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. HMA207
ncbi_1827146	Bacillus sp. IHB B 7164	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. IHB B 7164
ncbi_1414718	Bacillus sp. JCA	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. JCA
ncbi_1460639	Bacillus sp. JCM 19045	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. JCM 19045
ncbi_1460640	Bacillus sp. JCM 19046	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. JCM 19046
ncbi_1972845	Bacillus sp. KbaB1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. KbaB1
ncbi_1978340	Bacillus sp. KbaL1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. KbaL1
ncbi_1586646	Bacillus sp. L_1B0_5	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. L_1B0_5
ncbi_1588630	Bacillus sp. L_1B0_8	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. L_1B0_8
ncbi_1866312	Bacillus sp. L27	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. L27
ncbi_1628211	Bacillus sp. LK10	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. LK10
ncbi_2108542	Bacillus sp. LNXM10	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. LNXM10
ncbi_2108544	Bacillus sp. LNXM12-1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. LNXM12-1
ncbi_2009331	Bacillus sp. MD-5	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. MD-5
ncbi_2293323	Bacillus sp. MT	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. MT
ncbi_1827288	Bacillus sp. MYb78	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. MYb78
ncbi_2108536	Bacillus sp. NMCN1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NMCN1
ncbi_2108535	Bacillus sp. NMCN6	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NMCN6
ncbi_313627	Bacillus sp. NRRL B-14911	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NRRL B-14911
ncbi_2135739	Bacillus sp. OK077	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. OK077
ncbi_2135742	Bacillus sp. OV752	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. OV752
ncbi_1866317	Bacillus sp. P14-1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. P14-1
ncbi_2249214	Bacillus sp. PF5	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. PF5
ncbi_2138209	Bacillus sp. Rc4	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Rc4
ncbi_1736425	Bacillus sp. Root11	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Root11
ncbi_1736451	Bacillus sp. Root131	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Root131
ncbi_1907421	Bacillus sp. RU27A	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. RU27A
ncbi_1761768	Bacillus sp. ru9509.4	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. ru9509.4
ncbi_1907306	Bacillus sp. RUTrin4	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. RUTrin4
ncbi_1071079	Bacillus sp. SB47	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SB47
ncbi_1774743	Bacillus sp. SDLI1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SDLI1
ncbi_1414648	Bacillus sp. SGD-V-76	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SGD-V-76
ncbi_563169	Bacillus sp. SJ-10	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SJ-10
ncbi_2058086	Bacillus sp. SN32	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SN32
ncbi_2200762	Bacillus sp. SUBG0010	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SUBG0010
ncbi_1565146	Bacillus sp. UMTAT18	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. UMTAT18
ncbi_1380371	Bacillus sp. UNC125MFCrub1.1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. UNC125MFCrub1.1
ncbi_1502772	Bacillus sp. UNCCL13	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. UNCCL13
