	superkingdom		phylum		class		order		family		genus		species	Full	SciNameFull_found
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas			d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	Pseudomonas
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas			d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	Pseudomonas
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas			d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	Pseudomonas
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas oleovorans	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas oleovorans	Pseudomonas oleovorans
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 1 R 17	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 1 R 17	Pseudomonas sp. 1 R 17
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 24 E 1	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E 1	Pseudomonas sp. 24 E 1
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 24 E 13	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E 13	Pseudomonas sp. 24 E 13
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 24 R 17	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 R 17	Pseudomonas sp. 24 R 17
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 25 E 4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 25 E 4	Pseudomonas sp. 25 E 4
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 25 R 14	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 25 R 14	Pseudomonas sp. 25 R 14
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 28 E 9	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 28 E 9	Pseudomonas sp. 28 E 9
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 31 R 17	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 31 R 17	Pseudomonas sp. 31 R 17
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 34 E 7	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 34 E 7	Pseudomonas sp. 34 E 7
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 35 E 8	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 35 E 8	Pseudomonas sp. 35 E 8
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 37 R 15	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 37 R 15	Pseudomonas sp. 37 R 15
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 44 R 15	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 44 R 15	Pseudomonas sp. 44 R 15
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 52 E 6	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 52 E 6	Pseudomonas sp. 52 E 6
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 58 R 12	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 58 R 12	Pseudomonas sp. 58 R 12
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 58 R 3	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 58 R 3	Pseudomonas sp. 58 R 3
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. 8 R 14	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 8 R 14	Pseudomonas sp. 8 R 14
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pseudomonadales	|f__	Pseudomonadaceae	|g__	Pseudomonas	|s__	Pseudomonas sp. HS-2	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. HS-2	Pseudomonas sp. HS-2
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Bifseptvirus	|s__	Pseudomonas virus Andromeda	d__Viruses|o__Caudovirales|f__Podoviridae|g__Bifseptvirus|s__Pseudomonas virus Andromeda	Pseudomonas virus Andromeda
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Phikmvvirus	|s__	Pseudomonas virus LKA1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phikmvvirus|s__Pseudomonas virus LKA1	Pseudomonas virus LKA1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Noxifervirus	|s__	Pseudomonas virus Noxifer	d__Viruses|o__Caudovirales|f__Myoviridae|g__Noxifervirus|s__Pseudomonas virus Noxifer	Pseudomonas virus Noxifer
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Nipunavirus	|s__	Pseudomonas virus NP1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus NP1	Pseudomonas virus NP1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Nipunavirus	|s__	Pseudomonas virus PaMx25	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus PaMx25	Pseudomonas virus PaMx25
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pamexvirus	|s__	Pseudomonas virus PaMx74	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pamexvirus|s__Pseudomonas virus PaMx74	Pseudomonas virus PaMx74
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Pbunavirus	|s__	Pseudomonas virus PB1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Pbunavirus|s__Pseudomonas virus PB1	Pseudomonas virus PB1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Chakrabartyvirus	|s__	Pseudomonas virus pf16	d__Viruses|o__Caudovirales|f__Myoviridae|g__Chakrabartyvirus|s__Pseudomonas virus pf16	Pseudomonas virus pf16
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Otagovirus	|s__	Pseudomonas virus Psa374	d__Viruses|o__Caudovirales|f__Myoviridae|g__Otagovirus|s__Pseudomonas virus Psa374	Pseudomonas virus Psa374
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Kochitakasuvirus	|s__	Pseudomonas virus R18	d__Viruses|o__Caudovirales|f__Podoviridae|g__Kochitakasuvirus|s__Pseudomonas virus R18	Pseudomonas virus R18
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Samunavirus	|s__	Pseudomonas virus SM1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samunavirus|s__Pseudomonas virus SM1	Pseudomonas virus SM1
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Tabernariusvirus	|s__	Pseudomonas virus tabernarius	d__Viruses|o__Caudovirales|f__Podoviridae|g__Tabernariusvirus|s__Pseudomonas virus tabernarius	Pseudomonas virus tabernarius
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Vicosavirus	|s__	Pseudomonas virus UFVP2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Vicosavirus|s__Pseudomonas virus UFVP2	Pseudomonas virus UFVP2
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Pseudonocardiales	|f__	Pseudonocardiaceae			|s__	Pseudonocardiaceae bacterium YIM PH 21723	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|s__Pseudonocardiaceae bacterium YIM PH 21723	Pseudonocardiaceae bacterium YIM PH 21723
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Xanthomonadales	|f__	Xanthomonadaceae	|g__	Pseudoxanthomonas	|s__	Pseudoxanthomonas sp. NML180370	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML180370	Pseudoxanthomonas sp. NML180370
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Iltovirus	|s__	Psittacid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Iltovirus|s__Psittacid alphaherpesvirus 1	Psittacid alphaherpesvirus 1
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Hantaviridae	|g__	Mobatvirus	|s__	Quezon mobatvirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Mobatvirus|s__Quezon mobatvirus	Quezon mobatvirus
d__	Viruses							|f__	Astroviridae	|g__	Mamastrovirus	|s__	Rabbit astrovirus TN/2208/2010	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Rabbit astrovirus TN/2208/2010	Rabbit astrovirus TN/2208/2010
d__	Viruses							|f__	Poxviridae	|g__	Leporipoxvirus	|s__	Rabbit fibroma virus	d__Viruses|f__Poxviridae|g__Leporipoxvirus|s__Rabbit fibroma virus	Rabbit fibroma virus
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Ripduovirus	|s__	Ralstonia virus RP12	d__Viruses|o__Caudovirales|f__Myoviridae|g__Ripduovirus|s__Ralstonia virus RP12	Ralstonia virus RP12
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Mieseafarmvirus	|s__	Ralstonia virus RSL1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Mieseafarmvirus|s__Ralstonia virus RSL1	Ralstonia virus RSL1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Chiangmaivirus	|s__	Ralstonia virus RSL2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Chiangmaivirus|s__Ralstonia virus RSL2	Ralstonia virus RSL2
d__	Viruses					|o__	Herpesvirales	|f__	Alloherpesviridae	|g__	Batrachovirus	|s__	Ranid herpesvirus 2	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Batrachovirus|s__Ranid herpesvirus 2	Ranid herpesvirus 2
d__	Viruses							|f__	Potyviridae	|g__	Potyvirus	|s__	Ranunculus leaf distortion virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Ranunculus leaf distortion virus	Ranunculus leaf distortion virus
d__	Viruses							|f__	Reoviridae					d__Viruses|f__Reoviridae	Reoviridae
d__	Viruses							|f__	Reoviridae					d__Viruses|f__Reoviridae	Reoviridae
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae					d__Viruses|o__Ortervirales|f__Retroviridae	Retroviridae
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae					d__Viruses|o__Ortervirales|f__Retroviridae	Retroviridae
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae					d__Viruses|o__Ortervirales|f__Retroviridae	Retroviridae
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae					d__Viruses|o__Ortervirales|f__Retroviridae	Retroviridae
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae			|s__	Rhinolophus gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|s__Rhinolophus gammaherpesvirus 1	Rhinolophus gammaherpesvirus 1
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhizobiales	|f__	Rhizobiaceae					d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	Rhizobiaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhizobiales	|f__	Rhizobiaceae					d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	Rhizobiaceae
d__	Eukaryota	|p__	Chytridiomycota	|c__	Chytridiomycetes	|o__	Rhizophydiales							d__Eukaryota|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales	Rhizophydiales
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Titanvirus	|s__	Rhodobacter virus RcSpartan	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Titanvirus|s__Rhodobacter virus RcSpartan	Rhodobacter virus RcSpartan
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pepyhexavirus	|s__	Rhodococcus virus Pepy6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pepyhexavirus|s__Rhodococcus virus Pepy6	Rhodococcus virus Pepy6
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pepyhexavirus	|s__	Rhodococcus virus Poco6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pepyhexavirus|s__Rhodococcus virus Poco6	Rhodococcus virus Poco6
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Trinavirus	|s__	Rhodococcus virus Trina	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Trinavirus|s__Rhodococcus virus Trina	Rhodococcus virus Trina
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Weaselvirus	|s__	Rhodococcus virus Weasel	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Weaselvirus|s__Rhodococcus virus Weasel	Rhodococcus virus Weasel
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhizobiales	|f__	Hyphomicrobiaceae	|g__	Rhodoplanes	|s__	Rhodoplanes sp. JGI PP 4-B12	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodoplanes|s__Rhodoplanes sp. JGI PP 4-B12	Rhodoplanes sp. JGI PP 4-B12
d__	Viruses							|f__	Reoviridae	|g__	Fijivirus	|s__	Rice black streaked dwarf virus	d__Viruses|f__Reoviridae|g__Fijivirus|s__Rice black streaked dwarf virus	Rice black streaked dwarf virus
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Acholeplasmatales	|f__	Acholeplasmataceae	|g__	Candidatus Phytoplasma	|s__	Rice orange leaf phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Rice orange leaf phytoplasma	Rice orange leaf phytoplasma
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia			d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	Rickettsia
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia			d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	Rickettsia
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia			d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	Rickettsia
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia	|s__	Rickettsia endosymbiont of Culicoides newsteadi	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia endosymbiont of Culicoides newsteadi	Rickettsia endosymbiont of Culicoides newsteadi
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia	|s__	Rickettsia endosymbiont of Ixodes pacificus	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia endosymbiont of Ixodes pacificus	Rickettsia endosymbiont of Ixodes pacificus
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia	|s__	Rickettsia endosymbiont of Ixodes scapularis	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia endosymbiont of Ixodes scapularis	Rickettsia endosymbiont of Ixodes scapularis
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae	|g__	Rickettsia	|s__	Rickettsia endosymbiont of Proechinophthirus fluctus	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia endosymbiont of Proechinophthirus fluctus	Rickettsia endosymbiont of Proechinophthirus fluctus
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Rickettsiaceae					d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	Rickettsiaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales							d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	Rickettsiales
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales					|s__	Rickettsiales endosymbiont of Peranema trichophorum	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Rickettsiales endosymbiont of Peranema trichophorum	Rickettsiales endosymbiont of Peranema trichophorum
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales					|s__	Rickettsiales endosymbiont of Stachyamoeba lipophora	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Rickettsiales endosymbiont of Stachyamoeba lipophora	Rickettsiales endosymbiont of Stachyamoeba lipophora
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Rhabdoviridae	|g__	Almendravirus	|s__	Rio Chico almendravirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Almendravirus|s__Rio Chico almendravirus	Rio Chico almendravirus
d__	Viruses							|f__	Parvoviridae	|g__	Protoparvovirus	|s__	Rodent protoparvovirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Rodent protoparvovirus 1	Rodent protoparvovirus 1
d__	Viruses							|f__	Parvoviridae	|g__	Protoparvovirus	|s__	Rodent protoparvovirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Rodent protoparvovirus 1	Rodent protoparvovirus 1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Rogunavirus			d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus	Rogunavirus
d__	Viruses					|o__	Nidovirales	|f__	Roniviridae					d__Viruses|o__Nidovirales|f__Roniviridae	Roniviridae
d__	Viruses					|o__	Picornavirales	|f__	Picornaviridae	|g__	Rosavirus	|s__	Rosavirus A	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Rosavirus|s__Rosavirus A	Rosavirus A
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Xiamenvirus	|s__	Roseobacter virus RDJL2	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Xiamenvirus|s__Roseobacter virus RDJL2	Roseobacter virus RDJL2
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhodospirillales	|f__	Acetobacteraceae	|g__	Roseomonas	|s__	Roseomonas genomospecies 6	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas genomospecies 6	Roseomonas genomospecies 6
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus	|s__	Rousettus bat coronavirus GCCDC1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Rousettus bat coronavirus GCCDC1	Rousettus bat coronavirus GCCDC1
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus	|s__	Rousettus bat coronavirus GCCDC1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Rousettus bat coronavirus GCCDC1	Rousettus bat coronavirus GCCDC1
d__	Eukaryota	|p__	Ascomycota	|c__	Saccharomycetes	|o__	Saccharomycetales							d__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	Saccharomycetales
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Simplexvirus	|s__	Saimiriine alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Saimiriine alphaherpesvirus 1	Saimiriine alphaherpesvirus 1
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Cytomegalovirus	|s__	Saimiriine betaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Saimiriine betaherpesvirus 4	Saimiriine betaherpesvirus 4
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Rhadinovirus	|s__	Saimiriine gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Saimiriine gammaherpesvirus 2	Saimiriine gammaherpesvirus 2
d__	Viruses							|f__	Flaviviridae	|g__	Flavivirus	|s__	Sal Vieja virus	d__Viruses|f__Flaviviridae|g__Flavivirus|s__Sal Vieja virus	Sal Vieja virus
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Phenuiviridae	|g__	Phlebovirus	|s__	Salehabad phlebovirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Phenuiviridae|g__Phlebovirus|s__Salehabad phlebovirus	Salehabad phlebovirus
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Salemvirus	|s__	Salem salemvirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Salemvirus|s__Salem salemvirus	Salem salemvirus
d__	Viruses							|f__	Poxviridae			|s__	Salmon gill poxvirus	d__Viruses|f__Poxviridae|s__Salmon gill poxvirus	Salmon gill poxvirus
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Nonanavirus	|s__	Salmonella virus 9NA	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nonanavirus|s__Salmonella virus 9NA	Salmonella virus 9NA
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Jerseyvirus	|s__	Salmonella virus AG11	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Jerseyvirus|s__Salmonella virus AG11	Salmonella virus AG11
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Jerseyvirus	|s__	Salmonella virus LSPA1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Jerseyvirus|s__Salmonella virus LSPA1	Salmonella virus LSPA1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Gelderlandvirus	|s__	Salmonella virus Melville	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gelderlandvirus|s__Salmonella virus Melville	Salmonella virus Melville
d__	Viruses					|o__	Caudovirales	|f__	Ackermannviridae	|g__	Agtrevirus	|s__	Salmonella virus SKML39	d__Viruses|o__Caudovirales|f__Ackermannviridae|g__Agtrevirus|s__Salmonella virus SKML39	Salmonella virus SKML39
