Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.A0102	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Streptococcus massiliensis	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	277	0	0	563	0	0	0	0	0	360	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus merionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis	298	384	885	2451	916	597	3409	0	460	1591	483	1009	903	635	850	1417	5509	649	384	544	2112	633	442	281	1272	519	0	262	305	571	1027	669	472	1058	509	438	482	891	408	1493	3167	1065	812	624	0	878	543	0	831	1543	1500	447	713	1348	353	549	0	1535	1	2131	604	1207	705	2953	0	610	0	413	0	716	2768	551	786	657	1004	0	833	712	368	361	633	376	0	58324	68901	72440	10040	27224	19730	59935	26101	12445	0	33530	5688	21991	16981	16145	18587	13498	12066	35588	47163	4820	157894	48193	20223	24515	3249	14905	144050	21135	69657
Streptococcus mutans	0	0	0	0	0	0	0	0	0	0	88489	0	0	0	0	0	0	0	0	0	11619	0	0	78013	0	136904	77757	0	392	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35492	30577	0	0	0	0	0	49424	0	541703	0	0	3375	0	0	0	0	0	0	106414	0	0	0	304121	0	0	0	0	0	0	0	0	0	0	0	91851	0	34761	0	45113	0	0	7098	1020810	70952	2653	0	0	373854	0	0	0	0	0
Streptococcus oralis	4517	5866	22490	72427	32213	9496	18679	2448	12314	40236	13491	11429	34033	17640	20625	16090	108266	12680	6658	18286	56265	18107	12385	7002	30007	13316	412	5536	13431	19002	12941	14626	13963	18566	8808	5768	10966	18449	17057	15341	23205	17877	18916	7888	4584	13188	15341	312	26593	26270	31338	4483	16562	24139	8499	6017	1149	22438	2	54921	18942	24821	16875	23811	2956	21168	6742	6202	5695	10160	61829	16734	17710	12137	26293	3950	15513	13574	8233	4204	16777	9710	4201	218027	511004	357863	238877	221952	590827	371095	243036	144213	25583	175516	112802	195169	159270	174861	120699	58886	19749	319701	1154813	76473	242628	225880	394979	63388	54390	58495	819606	51005	305288
Streptococcus orisratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis	0	0	302	297	139	0	0	0	458	0	0	349	0	0	480	0	941	599	0	819	1286	2466	1034	0	1447	571	0	0	412	579	0	0	0	308	0	0	614	0	378	0	422	0	0	0	0	0	376	0	327	363	525	0	750	389	0	0	0	0	0	587	1503	711	291	837	0	1535	0	0	0	240	365	689	0	423	0	0	702	610	0	0	0	0	0	0	6927	0	0	12344	10454	4169	0	0	0	1861	0	0	0	3711	0	3491	0	0	65509	0	0	0	0	0	0	0	3820	0	2300
Streptococcus parauberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus peroris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pneumoniae	0	0	599	1193	551	397	723	0	0	1315	0	363	660	427	471	495	1347	622	262	409	1451	444	283	0	705	299	0	253	0	455	478	459	397	602	379	291	390	644	310	383	1114	660	565	354	0	507	467	0	605	782	1353	386	590	560	0	0	0	505	0	1256	448	596	560	1263	0	440	0	0	0	426	2050	0	435	387	552	0	418	406	0	0	434	0	0	14843	19137	12582	5907	10578	9826	9878	7673	5626	0	7650	2564	5906	3656	6640	5166	2671	1028	11189	17398	1813	10298	6950	8241	7820	0	3241	33695	5082	17768
Streptococcus pseudopneumoniae	0	0	757	2080	813	360	1017	0	481	1053	460	443	914	529	637	699	3440	2143	285	772	1941	1449	459	0	2297	840	0	308	353	736	657	477	495	1017	584	283	858	1073	493	689	1527	893	568	331	254	734	676	0	672	1085	1227	347	556	687	297	0	0	1087	0	1483	734	1927	482	1455	0	581	0	434	0	665	2896	441	758	1218	786	0	524	460	0	0	405	0	0	13038	30316	13425	6256	35166	36626	17938	8396	5724	0	19520	4592	20881	14554	15777	12707	4892	2092	27139	66872	8485	27911	27039	14604	15224	1325	5441	66436	18965	55332
Streptococcus pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	871	1240	0	227	158	449	0	400	0	372	0	6125	846	395	718	0	1386	561	580	0	726	444	257	393	458	0	0	285	0	0	774	640	0	489	0	700	0	410	0	1576	596	361	409	226	332	739	0	0	0	2155	433	354	321	2800	0	2091	0	1076	0	790	0	3689	0	3241	0	0	0	1948	0	1135	798	0	0	0	2634	0	471	384	0	317	0	0	759	105226	48486	13748	29732	27609	55490	31750	11613	0	0	2996	0	13146	6254	4596	8316	0	0	3615	19743	3544	6795	18917	27143	4382	0	0	5050	3815	30293
Streptococcus sanguinis	56569	76506	5268	7732	5648	25950	10517	24835	10885	14173	5994	379568	45696	16799	26124	8095	43965	29432	30921	3956	16749	19283	5518	22753	12851	6200	283	15027	1793	2377	51672	37125	6981	16066	7718	42404	4275	15807	3068	98687	20183	17209	17708	10469	13495	39791	12610	4078	3740	123248	13586	20871	7812	182549	2367	133695	9136	70119	1	41994	6133	210808	3451	201870	7568	3744	9451	129388	751	62369	18554	5840	6277	2288	178481	9575	12582	10791	1359	17218	7110	3298	6609	8990414	3951584	1082923	2447793	2091690	3482489	2650513	830591	124031	122234	186767	43872	908127	385980	227275	578160	9076	20074	217461	1255999	194645	384187	622671	928145	240239	78816	139263	298457	179235	1065036
Streptococcus sobrinus	0	0	0	0	0	0	0	0	0	0	17003	0	0	485	0	0	985	0	0	0	0	0	0	0	0	0	6611	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16296	0	0	0	0	0	13392	0	0	2297	0	0	0	0	0	0	2069
Streptococcus sp. 1171_SSPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	1153	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2658	0	2332	0	0	0	0	2556	0	3275
Streptococcus sp. 263_SSPC	217	0	339	463	367	556	715	0	0	0	0	895	0	0	388	842	618	0	0	0	1191	0	0	0	380	0	0	0	0	427	375	467	0	0	0	0	355	0	0	4404	685	0	381	0	0	748	0	0	0	445	1367	0	407	625	0	0	0	0	0	771	0	1088	0	1415	0	0	0	0	0	407	0	598	0	0	1394	0	0	0	0	0	0	0	0	0	91394	5600	0	7263	8681	0	0	0	0	0	0	0	0	4087	0	4213	0	0	8818	0	0	3249	14650	0	0	0	12245	0	2123
Streptococcus sp. 2_1_36FAA	0	298	974	1072	770	0	1162	0	0	267	766	2068	434	671	524	0	4328	583	0	425	1797	403	0	0	643	0	0	278	0	0	0	586	0	0	0	0	0	0	509	619	1754	0	498	0	0	0	0	0	0	938	0	0	379	491	0	0	0	822	0	688	409	638	0	2406	625	439	381	935	0	460	190	0	0	0	389	0	813	738	0	0	0	0	0	29516	11371	9721	9790	42121	22986	8774	0	0	0	11073	2232	5327	9894	6100	8266	1774	0	2709	23723	0	4132	4106	0	1418	0	0	4673	0	17542
Streptococcus sp. 400_SSPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125	0	2153	0	0	0	0	2368	0	3015
Streptococcus sp. A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0	0	2529	0	0
Streptococcus sp. C300	0	0	0	1359	548	0	547	0	0	517	0	334	1007	362	0	0	3144	0	0	0	1017	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	263	0	433	530	281	0	0	0	264	0	0	314	425	514	0	0	746	0	325	0	611	0	1047	289	747	0	588	0	0	0	0	0	209	907	0	0	0	749	0	0	0	0	0	364	0	0	0	14130	10425	5655	7452	18749	8750	6823	0	0	6279	1297	9561	15888	4674	7570	0	563	13534	54057	3415	11089	6348	6832	6990	0	0	47467	0	14276
Streptococcus sp. CCUG 49591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2438	0	0	0	0	0	0	0	0	0	0	2212	2869	0	4898	0	0	6531	0	6214
Streptococcus sp. ChDC B345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8787	0	0	6354	0	5794
Streptococcus sp. ChDC B353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5661	0	0	0	0	0	0	0	0	0	2432	0	16296	0	0	5789	0	5059
Streptococcus sp. DD04	10833	16464	900	13886	402	2632	818	621	2580	632	756	1455	404	609	1018	5470	263	175594	6189	1660	31567	2592	1014	269	1992	632	0	26828	415	5434	2667	5309	9993	55716	43013	19071	543	50110	5632	9737	72622	28310	29491	21661	14889	11635	53368	809	4333	38389	90969	663	1869	1739	5600	313	549	0	0	1939	2643	5385	661	20558	5289	4542	414	11944	0	32410	117668	5778	816	3096	3187	810	1306	1269	0	659	2645	1199	648	50255	21317	6746	9230	0	11050	10938	62996	52446	0	3546	0	2605	0	3875	0	0	0	0	6416	0	0	0	9291	0	0	0	0	0	0
Streptococcus sp. DD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. F0441	0	0	547	2163	930	0	347	0	0	827	0	0	0	0	461	460	1084	530	0	499	1802	495	391	234	789	0	0	0	479	704	0	291	483	563	398	0	0	423	658	327	930	471	0	262	0	310	472	0	972	618	1534	162	468	276	488	0	0	0	0	873	708	448	361	786	0	814	0	0	0	310	2903	578	483	0	343	0	675	660	319	0	514	0	0	0	7724	7194	9582	0	6753	24191	6844	6423	0	4198	1537	3158	2362	3837	0	0	0	7032	10167	0	3696	2454	6641	0	0	6827	10669	0	3793
Streptococcus sp. HMSC034B05	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC034E03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	11819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4262	0	0
Streptococcus sp. HMSC056C01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	414	0	0	626	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	8615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2950	0	0
Streptococcus sp. HMSC061D01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC061D10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2897	0	0
Streptococcus sp. HMSC062B01	0	0	655	684	451	0	887	0	0	0	0	1265	595	457	0	0	2860	0	0	0	1156	0	0	0	315	0	0	0	0	0	0	410	0	0	0	0	0	0	329	441	1163	0	0	0	0	0	0	0	0	572	0	0	0	406	0	0	0	634	0	434	0	445	0	1577	466	351	0	397	0	343	0	0	0	0	0	0	654	562	0	0	0	0	0	8620	0	6361	0	42172	17114	8525	0	0	0	6935	1859	6369	2624	4606	0	0	716	0	19524	1529	3226	0	0	3484	0	0	4147	0	9814
Streptococcus sp. HMSC062D07	0	0	581	0	0	0	0	0	0	0	0	0	545	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113075	5432	0	6768	0	0	0	0	0	0	0	0	0	4835	0	0	0	0	12671	1115	0	0	0	0	0	0	29826	2717	2325
Streptococcus sp. HMSC062H02	0	0	0	823	329	0	0	0	0	274	0	0	460	0	0	0	2139	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	365	0	602	0	304	0	0	0	0	0	0	0	0	424	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	9784	7481	4304	0	0	0	5137	0	10871	8180	4824	5917	0	563	10608	73950	2108	8070	10718	4232	3686	0	0	20920	0	28629
Streptococcus sp. HMSC063B03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2146	898	0	0	0	0	0	0	0	0	0	0	0	0	1808	0	0	14835	2879	4209
Streptococcus sp. HMSC064H09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC066E07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC066F01	0	0	0	1399	615	0	300	0	0	364	0	0	645	0	0	0	2996	0	0	0	668	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	463	0	0	0	481	0	717	0	439	0	428	0	0	0	0	0	0	539	0	0	0	474	0	0	0	0	0	0	0	0	0	10243	4900	5745	11155	15773	4838	4726	0	0	9206	0	11294	6021	3278	0	1752	545	8820	40354	1570	5522	9930	4953	1417	0	0	20727	0	17966
Streptococcus sp. HMSC067A03	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC067H01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8322	0	0
Streptococcus sp. HMSC070B10	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2929	0	0	0	0	0	1820	0	2674	0	0	0	2822	0	1777	0	0	7235	2490	4789
Streptococcus sp. HMSC071D03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6620	0	0
Streptococcus sp. HMSC072D03	0	0	0	436	421	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	791	0	375	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC072D05	0	0	0	1078	411	0	386	0	0	432	0	0	798	0	0	0	2592	0	0	0	761	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	432	0	0	0	0	0	0	0	0	380	330	0	0	545	0	535	0	545	0	889	0	546	0	444	0	0	0	0	0	0	862	0	0	0	686	0	0	0	0	0	269	0	0	7972	12888	9051	7081	8574	13515	13713	8100	0	0	14476	1694	13433	27732	5477	25216	0	1104	15989	86555	8970	16769	10927	8385	4332	0	0	43532	0	57737
Streptococcus sp. HMSC072D07	0	0	0	435	161	0	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27828	0	0	2513	0	0	0	0	2550	13182	0	4221	0	0	0	0	0	11391	0	6481
Streptococcus sp. HMSC073F11	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2339	0	0	0	0	0	2558	0	2794	0	0	3704	0	0	1973	0	0	6695	0	5294
