Species	CMC001.A0101.SG1.unmapped	CMC001.A0201.SG1.unmapped	CMC001.B0201.SG1.unmapped	CMC002.A0201.SG1.unmapped	CMC002.B0201.SG1.unmapped	CMC003.A0201.SG1.unmapped	CMC003.B0101.SG1.unmapped	CMC004.A0101.SG1.unmapped	CMC004.B0201.SG1.unmapped	CMC005.A0202.SG1.unmapped	CMC005.B0101.SG1.unmapped	CMC006.A0101.SG1.unmapped	CMC006.B0201.SG1.unmapped	CMC007.B0101.SG1.unmapped	CMC008.A0101.SG1.unmapped	CMC008.B0201.SG1.unmapped	CMC009.A0202.SG1.unmapped	CMC009.B0101.SG1.unmapped	CMC010.A0101.SG1.unmapped	CMC010.B0201.SG1.unmapped	CMC011.A0201.SG1.unmapped	CMC011.B0101.SG1.unmapped	CMC012.A0201.SG1.unmapped	CMC012.B0201.SG1.unmapped	CMC013.A0201.SG1.unmapped	CMC013.B0101.SG1.unmapped	CMC014.A0101.SG1.unmapped	CMC015.A0201.SG1.unmapped	CMC015.B0201.SG1.unmapped	CMC016.A0101.SG1.unmapped	CMC016.B0101.SG1.unmapped	CMC017.A0201.SG1.unmapped	CMC017.B0201.SG1.unmapped	CMC018.A0101.SG1.unmapped	CMC018.B0101.SG1.unmapped	CMC020.A0101.SG1.unmapped	CMC020.B0101.SG1.unmapped	CMC021.A0201.SG1.unmapped	CMC021.B0201.SG1.unmapped	CMC022.A0101.SG1.unmapped	CMC022.B0101.SG1.unmapped	CMC023.A0301.SG1.unmapped	CMC023.B0201.SG1.unmapped	CMC024.A0101.SG1.unmapped	CMC024.B0101.SG1.unmapped	CMC025.A0201.SG1.unmapped	CMC025.B0201.SG1.unmapped	CMC026.A0101.SG1.unmapped	CMC026.B0101.SG1.unmapped	CMC027.A0201.SG1.unmapped	CMC027.B0201.SG1.unmapped	CMC028.A0101.SG1.unmapped	CMC028.B0101.SG1.unmapped	CMC029.A0201.SG1.unmapped	CMC029.B0201.SG1.unmapped	CMC030.A0101.SG1.unmapped	CMC030.B0101.SG1.unmapped	CMC031.A0201.SG1.unmapped	CMC031.B0201.SG1.unmapped	CMC032.A0101.SG1.unmapped	CMC032.B0101.SG1.unmapped	CMC033.A0201.SG1.unmapped	CMC033.B0201.SG1.unmapped	CMC034.A0101.SG1.unmapped	CMC034.B0101.SG1.unmapped	CMC035.A0201.SG1.unmapped	CMC035.B0201.SG1.unmapped	CMC036.A0101.SG1.unmapped	CMC036.B0101.SG1.unmapped	CMC037.A0201.SG1.unmapped	CMC037.B0201.SG1.unmapped	CMC038.A0101.SG1.unmapped	CMC038.B0101.SG1.unmapped	CMC039.B0201.SG1.unmapped	CMC040.B0101.SG1.unmapped	CMC041.A0201.SG1.unmapped	CMC042.A0201.SG1.unmapped	CMC042.B0101.SG1.unmapped	CMC043.A0101.SG1.unmapped	CMC043.B0101.SG1.unmapped	CMC044.A0201.SG1.unmapped	CMC045.A0201.SG1.unmapped	CMC045.B0201.SG1.unmapped	CMC046.B0201.SG1.unmapped-1	CMC047.A0201.SG1.unmapped	ERR1474564.unmapped	ERR1474565.unmapped	ERR1474566.unmapped	ERR1474567.unmapped	ERR1474568.unmapped	ERR1474569.unmapped	ERR1474570.unmapped	ERR1474571.unmapped	ERR1474572.unmapped	ERR1474573.unmapped	ERR1474574.unmapped	ERR1474575.unmapped	ERR1474576.unmapped	ERR1474577.unmapped	ERR1474578.unmapped	ERR1474579.unmapped	ERR1474580.unmapped	ERR1474581.unmapped	ERR1474582.unmapped	ERR1474583.unmapped	ERR1474584.unmapped	ERR1474585.unmapped	ERR1474586.unmapped	ERR1474587.unmapped	JAE006.A0101.unmapped	JAE007.A0101.unmapped	JAE008.A0101.unmapped	JAE009.A0101.unmapped	JAE010.A0101.unmapped	JAE012.A0101.unmapped	JAE013.A0101.unmapped	JAE016.A0101.unmapped	SRS011247.unmapped	SRS011310.unmapped	SRS013506.unmapped	SRS013942.unmapped	SRS013945.unmapped	SRS014468.unmapped	SRS014692.unmapped	SRS015055.unmapped	SRS015436.unmapped	SRS015799.unmapped	SRS018359.unmapped	SRS019120.unmapped	SRS019124.unmapped	SRS019587.unmapped	SRS024281.unmapped	SRS043239.unmapped	SRS052874.unmapped	SRS056892.unmapped	SRS058105.unmapped	VLC001.A0101.unmapped	VLC002.A0101.unmapped
Xylanimonas	0	0	1134	10449	4086	1287	2962	0	0	0	0	17957	1609	0	0	6584	0	0	1038	3464	1178	1154	1405	0	1935	0	0	0	0	905	5375	2237	1708	1197	5044	1919	0	0	1038	2124	7935	1405	0	967	3512	0	0	0	1930	0	2895	0	5091	0	1807	1151	6128	1064	0	0	0	0	1560	3630	1455	13494	2708	5068	0	1019	0	0	1118	1908	0	0	6720	7458	5132	5148	0	0	1207	0	0	2238	13535	4216	6674	43468	5588	73398	3800	300	437	232	5091	0	1371	566	0	69322	4632	14143	9598	3489	174517	27691	25623	9508	21565	0	7649	98038	91352	58878	0	0	0	0	662	7271	1435	1424	9881	1373	0	1182	2376	0	4508	0	32697	0	4534	0	0	1880
Sanguibacter	0	0	0	19081	5456	1004	2689	0	1054	0	0	11871	0	0	0	5890	0	0	0	5465	1629	1661	2008	0	2564	0	0	0	0	1241	10336	2586	2420	0	5975	2691	0	0	1181	0	10531	1759	0	1051	4156	0	0	0	2952	0	4347	917	10571	0	2440	1266	10838	0	0	0	0	0	2306	1656	1948	7671	2501	2625	0	0	0	0	1172	2278	0	1438	2351	11887	7721	7570	0	0	1530	0	0	2626	7733	2503	13269	43866	13353	94552	4209	533	950	463	13549	466	2635	1093	1177	144517	13319	36012	23785	6029	60706	45687	32251	0	6102	6039	0	32803	65165	63393	0	0	0	0	583	4077	1377	2764	22608	0	0	1244	1828	0	3063	0	8116	0	1890	0	0	2428
Friedmanniella	0	0	0	0	0	1832	1382	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micropruina	0	0	0	0	0	1308	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionicicella	0	0	0	0	0	910	0	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium	0	0	0	0	0	1764	1534	3465	0	0	0	0	0	0	1123	0	0	0	1381	0	0	0	0	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	1448	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arachnia	395565	451725	97840	339253	81682	587494	1430382	1553102	1200844	601571	338475	47724	843309	247843	844159	699115	158139	304069	1972414	192320	124539	243848	288167	1438274	159687	377449	3662	1304144	354474	78207	48800	462743	296531	818894	15727	183679	90438	219378	88758	2246103	1120320	636525	111797	2371052	1715206	515180	424189	866812	951755	632843	233619	1361456	480515	706184	227309	1353507	200403	894307	158446	230474	0	675496	64630	630281	56510	728099	1245756	757511	303119	776572	16379	449264	51829	312527	995268	704622	502057	74235	15758	15042	1508496	2405326	644675	819333	1615	0	6659	2547	6125	0	0	0	6376	291	0	0	0	0	0	0	0	5854	1355	3425	3596	1514	0	0	15034	256194	11533	2651675	3868380	3385684	539454	338824	1412977	0	0	0	1640	0	254	0	736	0	0	7415	4095	0	0	0	34544	0	0	0	0	700658
Auraticoccus	0	0	0	0	0	1455	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicoccus	0	0	0	0	0	875	0	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus	0	0	0	0	0	1395	1433	1400	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	0	0	0	0	0	1027	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	1940	1020	0	0	0	0	0	0	1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium	3133	3484	1083	63589	1013	5184	305975	11283	5404	270109	1847863	13034	2849	3331	6724	65557	0	0	12458	1241	198850	1615	124733	1074078	13886	1780320	4319097	8785	13639	27148	1087	7493	18763	7876	6881	10264	2016	1872	0	17145	29391	10844	431036	11467	15998	29601	684845	144028	94553	1447	1230	9713	2036	5203	1778	36886	14745	2919	1870	2391	0	312327	919176	2597	0	83623	1938311	4764	1285876	11763	7598373	3230	2586	39817	4869	6038	3666	82980	40808	41575	1179959	10950	4886	25324	6713308	0	0	0	0	8253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747	0	0	0	0	0	21740	19072	15523	26679	44453	12608	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	3818
Tessaracoccus	2972	3587	0	0	680	2621	3119	27611	4769	1650	0	0	7684	0	4228	0	0	0	3582	0	0	0	0	5914	1705	1558	0	1804	2068	0	0	1529	0	2509	0	0	0	0	0	5240	2565	1132	0	7745	5496	0	1393	2341	1434	1320	0	4038	0	4576	0	2950	0	1857	0	534	0	2388	0	1951	0	2772	1438	2583	0	1888	0	1833	0	0	3198	2391	0	0	0	0	3729	6503	2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1766
Atopobium	6797	10764	0	4109	0	1308	0	0	5152	1187	801	3980	0	4541	0	1059	0	0	0	2529	4755	967	5584	1235	2654	0	3700	0	1523	170	2380	15229	1567	0	9852	923	1334	695	1359	0	3139	0	2393	0	2076	1095	5950	1216	5980	0	2046	0	254	0	667	28820	1139	0	0	0	0	0	917	0	23113	0	3759	3629	2969	1145	0	6325	804	1529	668	1112	0	2357	0	0	1437	0	486	0	0	1933	4284	6708	19045	13771	3266	20558	2590	3668	316	772	4389	1239	5581	617	3226	90882	1323	6983	12300	8566	4748	13908	10248	0	0	0	13190	0	0	12792	0	394	0	0	1062	0	372	1726	2360	188	0	100	1610	0	0	89	451	589	697	0	0	3040
Lancefieldella	0	0	0	861	0	0	0	0	7229	0	2708	5753	0	1844	0	0	0	0	0	3864	6162	7888	8805	1835	9649	0	4992	0	0	1727	5706	0	0	0	1153	11587	6745	1366	4515	0	22179	0	1546	0	3732	3051	5617	0	11893	0	3170	0	1327	0	4269	0	8464	0	0	0	0	0	2791	0	7837	0	0	0	3011	0	0	0	0	0	6070	0	0	10315	0	0	2204	0	2089	0	0	0	17815	9591	118921	438461	46734	641345	5318	7763	978	3153	107738	3267	142018	7661	46689	441043	8770	24431	42040	28010	60961	394512	155011	0	0	0	0	0	0	3538	0	3386	0	0	1604	0	7771	35719	62357	2061	0	890	7467	0	0	2808	7773	3108	10149	0	0	0
Olsenella	234562	306494	168522	1239709	945	26845	0	4313	119235	5698	35633	2869	11390	167956	0	1791	2026	23706	16015	50676	35958	171259	189944	42917	138575	24966	585425	39632	576504	27541	492109	45910	328035	14793	395210	131947	95004	38222	244955	2284	316299	47295	682654	6374	77431	569411	212342	39821	508154	45767	119414	1239	93405	11704	83120	19030	419377	0	19411	1106	0	2278	258693	20962	573691	26858	535246	3843	134822	24121	28211	18746	74604	67998	23100	263014	10103	244528	134085	129646	50008	0	84045	75369	0	999	0	2168	2299	0	1044	8253	0	579	0	325	0	0	0	0	0	21323	706	3715	22593	3831	0	0	0	0	0	239606	1408661	503381	143148	226212	2879127	0	0	0	0	0	140	0	2016	0	0	0	475	0	0	0	9811	0	0	0	0	506078
Collinsella	0	0	0	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289	0	0	0	1599	0	0	0	1061	0	0	0	0	0	1696	0	1584	0	0	1683	0	0	1571	0	0	0	0	0	0	0	1248	0	0	0	0	0	0	0	1322	0	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314
Arabia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptobacterium	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9357	2488	0	7529	0	2945	0	7720	0	9817	0	4920	0	0	0	0	0	0	0	0	0	6617	0	0	4757	3010	1074	32178	0	1381	0	2568	0	0	0	3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	10982	0	1504	716	0	10178	725	0	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitrobacterium	0	0	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella	755	965	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	0	0	0	0	0	3927	0	0	0	0	2150	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonibacter	1068	1308	0	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	5433	0	0	0	1120	2776	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraeggerthella	0	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	0	0	0	0	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia	1308	1653	1085	6522	0	0	0	0	4658	0	0	0	0	1343	0	0	0	0	0	0	2551	1696	3171	0	2350	0	2046	0	1252	0	4065	761	1440	0	5863	7219	0	0	1058	0	13153	2032	2153	1107	3272	4586	0	0	7925	961	0	0	1942	0	0	5560	2401	0	0	0	0	0	1690	0	6627	2500	6501	0	1411	4178	0	0	4509	0	0	2173	0	2422	0	0	0	0	3079	0	0	0	0	0	1387	0	0	0	0	0	0	0	0	0	0	0	0	8458	521	0	2421	0	0	0	0	0	0	77243	23191	6621	0	7717	205144	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	2853
Cuspidothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2931	0	0	0	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	3744	4669	23637	7308	2782	14982	61669	6568	6371	18501	0	55918	0	6586	947	59295	16398	9182	9837	5565	22351	21525	2451	3034	3600	0	0	4898	2779	5943	12950	18441	18725	34657	19880	21418	4432	6731	1649	90256	65237	19690	2093	8903	12700	4477	3308	12249	3865	2502	23639	9929	129813	6484	7253	33275	12204	1076	0	3787	0	28999	7998	2507	3230	107103	20234	73451	8844	6683	0	50093	41008	17575	49586	9010	25800	10881	2419	2374	2963	4786	23682	0	0	412015	537637	365231	123192	432595	196618	271259	120041	30757	1734	58938	65810	100005	37261	44426	274177	1106324	10026	32382	22339	71830	561734	552379	745678	0	56422	205457	18564	125636	468812	116912	20608	849740	82523	227273	37386	410913	8003	69045	9759	810636	207576	219096	30992	447806	379890	298692	142314	695555	228783	1112816	0	10196
Brochothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10681	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia	23623	28824	5415	12637	10922	53430	196157	36908	3076	15188	1329	504287	144265	8917	9094	14814	206310	24637	52876	9384	27993	9725	1454	23641	27641	5775	0	12763	0	4634	0	90652	17442	67234	1581	5796	1503	4593	1274	529737	21325	15576	0	65102	29719	13011	0	30324	0	1478	0	114646	7342	5995	0	198166	1627	137706	6336	31310	0	107699	11804	39102	0	468011	22742	452464	0	53846	0	107837	6685	3175	11510	969	91969	1908	2837	2860	1821	15904	9255	0	0	13558	42647	154344	10674	38079	5327	62982	4281	4694	0	10452	14549	5678	0	632	21489	227087	2728	0	5881	7767	0	0	28477	106104	91380	316317	210538	209972	2380525	1727374	0	16077	157861	3663	8450	82107	1587	1335	3112	49795	95526	23062	7325	33722	39584	5688	6787	3481	233806	0	0	34271
Aerococcus	0	0	0	0	925	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13236	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	9531	10307	12405	40673	38315	20199	30303	4303	0	8214	3306	76334	8878	7724	1237	11334	53594	10389	4581	3200	73971	8300	1357	3491	19846	6051	0	2583	0	3585	6074	8832	5723	7411	1013	8593	11964	4645	4171	28106	21066	5438	4976	6766	5189	4193	7457	18036	3895	0	6547	7776	48983	5089	11165	17238	0	17157	2255	6869	7	35341	3690	38419	3811	137026	9899	109856	8501	15930	0	6251	2621	6869	8396	3923	162737	4628	11432	11023	1630	3508	10424	0	7851	163703	236602	135699	94573	272207	132280	133109	28763	21457	9581	24310	169187	70323	44057	70969	69909	541774	42903	115996	82328	77287	101781	180709	131995	157960	817637	99708	84003	282666	220158	83321	0	25436	89196	69324	24136	70014	4879	36029	6180	221393	84342	23718	11976	198153	33398	45980	28799	164901	90782	24327	0	2834
Tetragenococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	1775599	2132	0	9494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Furfurilactobacillus	0	0	1018	2434	3432	2893	0	0	0	0	0	0	0	0	991	0	0	0	1143	0	1043	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	0	1163	0	0	1330	0	0	2975	0	0	0	4586	0	1188	0	2738	0	0	0	0	0	1566	0	0	0	0	0	949	0	3012	1466	0	0	0	1281	0	0	0	1096	879	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacticaseibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Levilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
