Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.B0101	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC023.B0201	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC025.B0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE016.A0101	SRS011247	SRS011310	SRS013506	SRS013942	SRS013945	SRS014468	SRS014692	SRS015055	SRS015436	SRS015799	SRS018359	SRS019120	SRS019124	SRS019587	SRS024281	SRS043239	SRS052874	SRS056892	SRS058105	JAE014.A0101	JAE015.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Streptococcus sp. HMSC34B10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5023	9158	4168	4744	106982	4271	20817	5118	1174	507	2082	8086	2690	3864	1840	6830	27642	906	2940	4779	1575	38001	26351	43411	0	7810	0	0	0	0	0	0	4351	2256	0	821	0	428	16118	980	2805	1258	1520	800	0	2518	0	2498	1983	2612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2662	0	0
Streptococcus sp. HPH0090	0	0	1361	0	0	0	0	0	0	0	0	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21662	43670	14196	26768	1025737	27053	208447	22251	7027	1044	12036	25787	16171	55320	7807	54904	116011	2872	11070	17152	11885	229897	134131	263602	0	44780	0	0	0	0	0	0	17035	4778	1803	3113	5268	2407	12302	5660	10392	4698	7695	3676	1525	7968	5727	9894	5183	14170	2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7235	0	0	0	0	0	0	0	10451	0	0
Streptococcus sp. I-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1810	1504	0	0	0	0	0	0	0	522	1352	6006	473	0	1001	0	23142	521	1260	2104	0	17969	0	4740	0	0	0	0	0	0	0	0	3742	0	0	1676	0	132	0	0	1554	0	1179	634	0	25229	2779	1851	1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. I-P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6223	4506	3525	1140	8809	0	3532	2105	250	1605	4431	20085	1129	2059	2917	0	75983	1768	3757	6896	0	43688	0	14420	0	0	0	0	0	0	0	0	7531	0	2172	2785	2509	333	0	629	2535	1503	2409	912	0	41911	0	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. M143	0	0	2086	2046	867	1652	1529	0	0	6755	0	0	1561	0	0	1073	3532	0	0	1312	4813	0	0	0	2122	0	0	0	0	584	0	906	1528	1130	0	1595	0	2188	0	1903	1866	1924	0	0	0	0	0	1658	0	0	1954	1561	4115	582	1262	2503	0	0	0	0	0	5082	0	0	0	0	0	1159	0	0	0	1517	7463	1243	1693	0	1275	0	0	0	0	0	1488	0	0	2193	3304	4908	0	8914	1347	6644	2300	910	0	688	2316	1512	1637	619	3789	11794	447	1771	0	1412	0	13840	5568	0	0	0	0	0	0	0	0	3383	7009	1647	549	0	196	0	593	1862	1180	1442	521	1979	0	5583	5218	4158	2496	1980	0	0	0	0	0	0	0	0	0	0	0	2595	0	0	18656	0	1949	0	4063	50920	1175	0	2232	8840	0	1640	0	7302	0	0
Streptococcus sp. M334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0	0	0	0	55331	36311	18661	7862	44165	18478	14803	9449	10341	880	1308	5010	63244	7658	14427	15874	29304	1643	7303	1408	4293	54100	43322	39753	0	0	0	0	0	0	0	0	151208	146853	57362	27606	26090	1650	4898	5444	56783	40599	72468	37429	64402	24134	346392	10416	154332	56486	64464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318	0	0	1375	0	0	4953	0	4041
Streptococcus sp. NLAE-zl-C503	0	0	2969	3558	1476	2055	2715	0	0	9202	1233	0	2053	1545	0	2269	5617	2324	1332	2462	9204	2505	1296	0	3213	2431	0	963	0	832	1610	1491	2488	1643	1934	2626	1558	2942	932	2704	4536	2950	1334	0	1384	0	0	2476	2225	0	3378	2324	9182	1111	1985	4246	0	0	0	0	0	6866	1525	1062	1984	2863	0	2203	0	0	0	2652	17606	2100	3710	1021	1670	1341	2284	2304	0	0	2707	0	0	4799	8495	12727	1398	13538	2987	11507	4457	1930	437	1519	7007	3387	4355	1406	7153	33003	1320	4956	2429	2532	7808	12703	13472	0	0	6513	0	0	5171	6695	0	6392	9895	2993	1125	2469	427	958	1192	7710	3041	3491	995	4589	2047	15996	5280	9804	5890	3313	4920	6059	0	0	0	0	3535	0	3723	0	3262	5229	2271	3143	6368	0	3264	803	7473	17934	2193	2969	3301	11226	0	4090	0	16552	0	2550
Streptococcus sp. NPS 308	0	0	0	2806	1447	1201	6720	0	0	2700	0	3675	1087	0	0	2471	6612	0	0	0	2920	0	0	0	1540	0	0	0	0	0	0	0	0	0	0	0	0	887	0	6056	7887	1363	0	0	1225	0	0	0	0	0	1278	2093	2369	0	0	2460	0	0	0	297	0	3352	0	2520	1220	6719	0	2695	0	0	0	1511	3612	0	1747	0	2761	0	0	0	0	0	1152	0	0	37855	16493	50636	2728	12896	5197	22535	4190	1558	811	1459	8364	1690	3187	1515	6543	45484	1559	5044	3014	5451	10995	7898	37967	71125	100378	29496	0	0	8694	60238	0	5897	7065	3402	6145	8891	291	961	552	4811	4829	3125	3839	7011	3814	19972	1982	13884	7486	5866	18555	6909	3812	2240	0	0	31375	0	4689	0	2955	2245	4768	2876	4198	0	0	1772	8024	16484	0	19043	2449	0	1116	1361	0	17850	0	4958
Streptococcus sp. oral taxon 058	0	0	2304	3288	1564	1360	1844	0	0	7277	0	0	1245	937	0	4046	3606	1410	0	1500	6442	3535	1034	0	2752	1619	0	925	2122	602	2615	1069	2342	1677	1665	2202	1865	2526	1106	2701	3861	2305	1491	0	1215	0	0	2546	2333	0	3835	1819	5827	890	2070	4474	1142	0	0	0	0	5180	1195	848	5968	2458	0	1482	0	0	0	2190	11117	0	5515	0	1586	1483	2590	2573	0	776	2180	0	0	11199	23677	16087	2511	34748	4657	9376	12739	3869	1214	4313	19654	5361	9373	3868	10867	121213	3694	20049	7885	3146	14298	19220	26247	0	0	5972	5201	0	0	8201	0	7160	10295	2961	910	0	239	954	628	3929	2827	2259	836	3491	1977	19676	3490	9086	4032	3571	5188	4323	0	0	0	0	5129	0	2948	0	3720	8897	2413	0	4196	0	2660	0	4327	10050	0	2604	3699	15767	0	2734	7322	8781	0	2063
Streptococcus sp. oral taxon 064	0	0	0	3065	1343	0	0	0	0	0	0	0	0	0	0	0	7764	0	0	0	1719	0	0	0	1608	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	1695	0	859	0	0	0	1023	0	0	0	0	1748	0	0	0	1438	0	0	0	0	0	0	0	0	1860	2745	1727	0	0	0	9023	0	475	0	433	0	607	1478	0	2295	0	0	0	0	0	0	6845	3848	0	0	0	0	15048	7863	3970	0	2236	7074	1718	766	9347	0	0	0	2054	6818	1472	539	9867	2690	3261	1664	3059	17486	5791	0	0	0	0	0	0	6856	2900	5563	0	6601	0	7005	5397	3581	0	0	0	6177	41571	1372	8557	6438	4328	1263	0	0	14601	0	14750
Streptococcus sp. oral taxon 071	0	0	2076	8711	4282	0	1624	0	0	3095	0	0	1083	1114	0	1636	6123	1738	0	1803	7442	3298	1328	1106	3159	0	0	0	2128	674	2867	603	1909	0	1970	2097	0	1537	2129	1883	4481	1601	2435	0	1240	0	0	1093	2018	0	4562	1002	6854	0	2137	2466	1819	0	0	0	0	2645	2148	1089	1441	2414	0	1741	0	0	0	1679	13302	1764	2046	0	1223	3000	3015	2973	1123	0	2075	0	0	4879	6814	10270	1235	15426	7007	17339	3299	3833	712	1949	7862	2181	9974	2230	17474	43373	1692	5998	4114	5398	10403	20434	34191	7628	7523	8605	8131	0	5804	19513	0	6181	8121	2800	953	2460	191	946	525	3064	2992	2622	733	5626	4901	8609	1888	8094	4721	3474	6692	7984	4787	1381	4767	3574	4808	0	3493	0	4206	1708	3671	0	3027	0	990	0	3601	10109	0	5439	0	6282	0	0	4989	11158	0	6674
Streptococcus sp. oral taxon 431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103	0	0	0	0	0	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1473	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	9255	9204	5245	4055	37569	3080	24249	7617	1843	1925	1639	13251	3771	3197	2138	3969	27180	1613	3993	5580	1391	31456	15811	33524	0	7634	0	0	0	0	0	0	22206	9470	3764	1967	0	748	5822	2564	8397	2726	4893	1950	4205	4208	42861	4294	8627	5145	3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3296	0	0
Hungatella hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] brachy	1181	1283	0	28667	8009	0	0	0	0	0	0	0	0	4826	20548	0	4378	0	30183	0	2543	0	0	0	1911	0	0	0	0	1311	0	0	0	6106	2774	5560	0	1366	0	0	1137	1007	0	1814	0	2357	2570	0	0	3708	2253	0	0	1868	0	0	0	17721	0	391	0	0	0	1393	0	5509	3546	0	0	3639	0	1144	1154	0	0	0	8475	0	0	0	0	2794	8360	0	0	1066	3839	2427	14944	0	1883	0	0	3830	1123	1720	4311	1497	4047	2592	3232	6932	4279	1919	0	9174	7885	0	5133	0	0	57657	41642	12374	9371	0	100304	0	0	0	2289	0	614	3280	1162	0	0	0	3463	0	0	0	6259	0	0	0	5434	13049	0	0	0	0	31252	12272	0	0	13030	1421	4882	0	0	0	69962	21779	0	0	30071	32626	8823	0	0	13146	36867	3711	3008	0
[Eubacterium] infirmum	2165	2173	0	2159	0	0	0	0	25954	0	0	0	2311	1448	0	0	0	0	1381	1348	24102	3377	8679	4394	7243	0	0	0	0	521	6403	584	0	0	11662	48862	2745	10901	7668	0	3128	0	2117	0	4397	3123	4325	0	2439	576	7979	0	0	0	3306	1063	0	0	0	0	0	0	2365	0	5486	2052	1428	0	0	0	0	0	1633	1675	12456	0	0	1282	0	0	5313	0	19012	0	0	1308	6667	12043	16223	6627	2092	0	2473	1602	229	2569	3251	853	1732	581	9482	309720	1845	3499	19544	7182	8500	0	10503	0	0	32192	0	0	5709	5675	69493	0	0	0	438	0	0	1144	0	0	0	0	462	0	0	0	0	0	0	0	34150	35284	15471	1427	0	22042	6899	11056	11573	6957	0	0	0	0	0	0	13936	4605	0	0	0	0	0	0	0	1644	0	4467	0	0
[Eubacterium] minutum	29784	36664	1953	12808	0	4224	0	5116	5704	1163	0	8304	0	0	0	3244	0	0	3187	1167	7377	7471	867	0	0	0	0	10042	0	650	3322	8235	2704	1905	9120	4693	0	9117	3181	0	19142	18946	0	7737	13204	53980	2713	8837	22332	31005	1608	4406	12256	4596	0	10466	7442	3845	0	0	0	1777	0	2822	0	13007	83467	5417	0	8014	0	7925	16316	1191	0	16407	0	0	0	0	0	3629	1344	0	0	0	0	0	0	0	0	0	0	745	657	247	0	736	0	594	1261	0	615	0	2234	0	0	0	0	0	0	51848	340911	98938	8205	4537	835526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524127	1108483	127266	48603	0	21445	135950	79948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] saphenum	2726	3005	2001	8993	1105	1119	0	2513	1337	0	0	0	0	0	0	0	0	0	11331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6866	2031	0	3070	0	0	0	3695	0	1293	0	14862	0	1236	0	11656	0	0	0	778	0	1524	0	0	0	400	0	0	0	2377	0	0	0	2301	0	6726	0	12706	5934	0	0	0	0	0	0	0	0	1015	0	0	0	7179	0	14265	10932	31675	10446	0	6158	12970	9884	1581	1664	1835	6817	3339	5955	66823	7974	3088	7525	15026	14165	11487	24022	0	0	30651	255876	6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139060	612115	76605	3886	0	0	31713	9121	9500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] sulci	0	0	0	869	0	0	0	0	7990	0	0	0	0	0	0	0	0	0	0	2684	17228	12219	4220	0	11083	0	0	0	3262	3109	1343	1096	1437	0	2172	2464	2111	1429	2937	0	9742	0	0	1389	2706	0	4819	1653	11904	0	1388	1196	0	0	2317	1105	0	0	0	0	0	0	6085	0	0	0	0	0	0	0	0	0	0	3221	7677	1380	0	3636	0	0	1092	0	1977	0	0	1486	120454	28456	127304	37025	19973	18602	10624	4026	0	2689	64666	1385	10864	2796	121575	1879586	7493	5832	13110	70262	176457	0	241293	0	0	0	0	0	0	0	0	8098	0	0	1845	0	1856	16176	3274	2013	0	1513	701	0	0	0	5538	0	0	0	0	0	0	0	0	0	3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium diversum	1080	1287	0	2291	0	0	0	0	19170	1414	2126	1658	0	5715	0	0	0	0	0	8547	16936	6788	5810	4420	19394	0	2681	0	0	1943	5967	1086	1127	0	12568	17035	10468	4444	7254	0	9172	0	4589	1151	5040	2155	6505	1865	27934	0	10846	0	0	0	3562	0	0	0	0	0	0	1172	7024	0	7429	0	2322	1490	2804	0	0	0	770	1922	23587	1350	0	6696	0	0	5314	0	5122	0	0	0	4351	6186	49102	56124	4128	29956	1305	7415	221	1391	21464	991	11569	1508	33930	108074	1855	1892	8493	9225	16990	50976	62821	0	0	4848	7003	0	0	3401	20790	9970	0	0	3535	0	2123	40820	5339	2525	0	0	959	0	0	0	7751	0	0	0	8640	11608	12389	2151	0	3615	12489	8307	0	2269	0	0	0	0	0	0	10039	6004	0	0	0	0	4608	0	3632	0	4085	4341	0	0
Mogibacterium pumilum	2598	3079	0	3406	0	0	0	0	3239	0	0	0	0	1977	0	0	0	0	1196	0	6208	0	1192	0	2381	0	0	0	0	0	0	533	0	0	7994	5318	1174	10575	1694	0	10600	1430	0	2941	5001	2933	0	0	3743	585	1626	2328	0	829	0	2375	0	0	0	0	0	0	0	0	2311	1616	2937	4344	0	889	0	2143	3351	0	2686	0	0	1158	0	0	0	0	0	0	0	905	1751	9423	3551	0	920	0	0	3995	188	408	2100	0	988	0	5702	46347	0	0	2980	1185	5818	0	8981	0	0	6565	13657	0	0	0	43922	0	0	0	542	0	116	1936	0	0	0	0	0	0	0	0	0	0	0	0	23718	26491	21472	3165	0	0	26847	12917	2729	1741	0	0	0	0	0	0	3393	1568	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoramibacter alactolyticus	4698	5283	0	12707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3795	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	7251	0	0	0	0	0	4063	0	2140	0	5118	0	0	0	8467	2122	0	0	0	0	0	0	0	0	0	2666	0	0	0	0	0	0	45773	0	0	0	0	0	0	0	0	3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42102	14842	26501	7334	400258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113995	1116003	166861	9415	6588	79971	55179	152651	12518	57667	0	0	0	0	0	0	5724	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella morbi	7668	8754	4516	8263	597	2725	0	2217	17055	3698	0	6409	4132	0	920	11262	1878	0	7814	5369	55940	36838	2939	0	7417	0	0	9180	0	4033	17861	7436	26406	10379	42437	31408	2383	33095	4533	18127	32609	17009	0	11483	9771	25562	0	3850	5467	6220	9324	4872	18554	8299	4812	5494	15532	0	0	0	0	2331	6398	5378	4852	23142	11632	21752	1880	8407	0	22258	27845	2622	9490	14400	7006	11753	0	0	0	3706	5115	0	0	7410	8972	29790	5541	9338	7331	0	4340	8332	3571	6607	18524	5097	6735	5761	19050	82075	3464	8039	30704	11304	15179	0	17045	11657	9180	221062	47876	13456	16077	11932	86936	0	0	0	1316	0	1490	18608	6057	1936	0	0	1656	0	0	0	20147	0	0	0	33451	19760	5370	6310	6021	54161	13603	13951	48085	9540	30594	9398	26042	0	11283	9760	17011	4262	0	0	28029	0	19089	20612	5672	42007	10964	15970	7783	0
Dorea longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster clostridioformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	0	0	0	0	0	1285	0	0	0	0	0	0	0	0	0	0	0	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Johnsonella ignava	11416	14969	5307	8556	0	4932	8538	8342	13390	41047	0	4860	1844	26362	19318	8776	5734	3318	3323	4772	7281	24517	3821	1563	4154	1598	0	8682	4014	3982	6589	15988	35153	5490	6208	12251	5444	6047	4499	6817	50311	28295	2339	20624	58169	55335	8998	15615	20803	11013	11715	3774	28209	8635	5746	5885	60169	7544	1714	8228	0	2712	4699	1817	2968	32998	104925	3961	2592	5808	0	8293	10954	6617	7831	63935	7157	7661	1319	1355	1313	8778	6413	22565	0	0	1457	2058	4717	0	0	0	0	510	875	713	2261	731	0	1100	0	10591	943	0	2928	0	0	0	0	0	0	100996	18600	20848	9097	0	100319	0	0	0	2865	0	0	0	0	0	0	0	1730	0	0	0	1853	0	0	0	36636	13432	4595	2630	0	0	40655	10979	51052	30282	7676	0	21978	0	3107	0	1543	18716	0	0	2772	0	0	0	0	61214	0	0	0	0
Lachnoanaerobaculum saburreum	1540	2096	97248	2087	0	5078	0	2437	62493	33478	64963	5461	67377	91343	2959	13450	28705	132481	2985	108442	30896	25303	60160	45974	64551	30609	13343	5870	114766	33752	126564	6629	61957	9556	23074	28855	286428	17023	74319	7725	20453	12954	83055	3183	31973	10770	129105	11375	36212	2205	95317	10887	35908	3886	223560	4581	64410	0	45341	0	0	23751	77673	785	77683	6667	7569	5532	118350	4074	19985	6252	14011	158504	58737	44379	5303	224902	120268	118167	54946	1166	79652	32994	23439	930	3142	2147	5741	44185	2869	22638	0	1383	513	2128	18072	1028	5802	2435	11564	21668	2168	8948	11436	7118	18806	30134	20630	0	0	6253	8301	5061	11557	4195	7954	3080	5120	0	429	0	1006	7830	8052	2055	0	0	822	1401	2593	0	41639	0	5097	2403	12540	5721	10073	0	0	6777	3288	0	4022	0	33094	32576	3814	0	19442	0	39553	4355	0	31672	19396	0	84010	0	0	11363	59411	9836	0	2840
Lachnoanaerobaculum umeaense	816	1096	3860	0	0	1456	0	0	8636	3526	2175	2115	1852	3405	0	4304	3613	4383	0	6537	21105	19705	4732	1791	8254	2968	0	2520	7921	4060	8064	3262	9559	6848	7634	9509	6909	2956	4400	2515	19222	3925	3504	1476	3000	3154	9846	1114	1467	531	14025	4082	10588	3663	10396	1317	4115	0	0	0	0	1905	6272	0	4196	2042	0	3306	4329	869	0	4393	20293	8963	22149	5432	1388	13528	1806	1808	2187	0	15978	0	0	0	1419	4790	1346	0	0	0	0	267	551	493	7331	0	0	697	1307	46534	897	1297	3486	0	5671	0	7563	0	0	0	0	0	0	0	0	1801	0	0	0	0	183	0	814	5919	0	0	0	0	2082	0	4525	0	0	0	0	0	0	0	0	0	0	0	0	0	2457	0	0	0	2838	0	1717	0	0	0	0	0	2418	0	0	1593	0	4748	0	0
Lachnoanaerobaculum sp. OBRC5-5	716	1010	7224	879	0	3035	2465	3242	11641	8537	2396	4389	9937	5919	1286	9166	34400	6373	2284	9293	32495	9696	5371	3744	50875	2661	1181	2331	6104	11995	10906	3986	7544	5797	8435	11494	9560	3702	9787	3921	14811	6723	4694	5270	2902	3436	9142	5507	1814	601	12818	7768	9508	1971	22858	3369	4137	0	1722	0	1	22161	11129	1210	4678	3399	2033	8422	29113	1213	0	6326	11826	11624	18090	11809	4694	40772	3975	3773	4306	991	27791	0	0	3802	14303	8391	7674	8442	1577	6570	3548	948	3691	2971	44081	731	0	3916	10562	103523	4592	6057	19516	2922	74677	0	50752	0	0	0	0	0	0	0	0	12989	13154	0	1781	12771	880	2631	2132	7598	0	2472	1796	4943	11868	9139	30578	4707	5715	3758	4726	0	0	0	0	0	0	0	0	0	36948	934	4098	0	24585	0	19605	0	0	0	2066	17141	17201	0	0	18765	16173	42992	0	0
[Clostridium] symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
